,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P08709,0.20240481,0.24327628,0.2517361,0.2693032,0.1820041,0.23241955,0.30989957,0.27471116,0.3071298,0.29807693,0.40968344,0.40816328,0.2603306,0.25691244,0.28510028,0.24941725,0.26490065,0.25396827,0.2529118,0.25891474,0.1775266,0.16725978,0.15992971,0.17190775,0.2338177,0.1865828,0.15368421,0.1656051,0.16382979,0.16059957,0.15889831,0.1627409,0.15208334,0.15286624,0.24867725,0.23499142,0.24958402,0.2284264,0.26,0.24870466,0.24784854,0.24878049,0.20907298,0.24470136,0.13983051,0.11513859,0.14132762,0.14285715,0.22330096,0.2567783,0.25445706,0.21774194,0.21638656,0.24096386,0.23017408,0.22619048,0.24057971,0.24723247,0.12325489,0.22245322,0.24347825,0.19477911,0.2752809,0.16561845,0.24071527,0.25801283,0.15879828,0.1416309,0.25128207,0.25,0.2531847,0.28652483,0.30656934,0.25,0.262215,0.4060721,0.08280394,0.23146747,0.2646154,0.21524064,0.23035714,0.16059957,0.2058212,0.23461092,0.27894738,0.2612903,0.29085457,0.20454545,0.25236592,0.17834395,0.24407583,0.1440678,0.24352331,0.25378153,0.2647815,0.24507043,0.2571839,0.21255061,0.15966387,0.19787408,0.20792079,0.13497823,0.19409938,0.2538941,1.0,0.26143792,0.15873016,0.15947786,0.1641791,0.14618644,0.14618644,0.22844827,0.13389121,0.24915254,0.24119242,0.21653543,0.1352075,0.23052959,0.22335766,0.21725889,0.24357034,0.25121555,0.24067163,0.26589596,0.20240137,0.26490065,0.20081967,0.21917808,0.22606924,0.22244489,0.21001926,0.32342008,0.24905661,0.18354431,0.24561404,0.25688073,0.27403846,0.22482893,0.22085048,0.17659575,0.13981763,0.25837988,0.21815719,0.26962456,0.22067595,0.24068768,0.2785808,0.23384254,0.25,0.16317992,0.23725834,0.1987705,0.17708333,0.22614108,0.2296748,0.2541806,0.16977225,0.1814346,0.1814346,0.16348195,0.15319149,0.23880596,0.30458972,0.22623967,0.19556452,0.196063,0.23800738,0.30014858,0.22120285,0.17166783,0.23090278,0.22929937,0.14472777,0.24204947,0.26105565,0.24645892,0.2547993,0.26588628,0.12010954
P09871,0.17256011,0.25789472,0.22721268,0.22523744,0.16305916,0.2584746,0.28950542,0.40384614,0.27595627,0.23481782,0.2768212,0.26848248,0.19318181,0.28691983,0.26904762,0.26890758,0.24811083,0.24563758,0.2284264,0.24094881,0.22085492,0.2039512,0.2067583,0.14637682,0.24382022,0.14714286,0.11832612,0.119186044,0.12626995,0.11510792,0.12177651,0.10901163,0.1233672,0.11849711,0.22178477,0.2228261,0.22750643,0.2276964,0.24116161,0.2264151,0.22382198,0.24187256,0.19746122,0.2055944,0.10549133,0.094339624,0.10449927,0.10678211,0.24586977,0.24402516,0.22560975,0.17236467,0.1850789,0.18376069,0.17704011,0.18528996,0.26184833,0.22040816,0.16066483,0.16335227,0.22523744,0.16881259,0.22857143,0.14532374,0.27039626,0.23875,0.13112392,0.10465116,0.26,0.2639485,0.24617347,0.28997612,0.28402367,0.24743444,0.24090339,0.27698308,0.10890006,0.23227383,0.2553459,0.22272727,0.22131148,0.11,0.16547789,0.2589928,0.23607427,0.24670185,0.29339853,0.16761364,0.24039653,0.12698413,0.26299694,0.11756168,0.23076923,0.23958333,0.26393628,0.2467986,0.25171626,0.17291066,0.13773315,0.23059006,0.2506372,0.17700382,0.23901713,0.25283018,0.26143792,1.0,0.1964385,0.19588202,0.12790698,0.11143271,0.11014493,0.25525525,0.10449927,0.23312102,0.25476992,0.19094767,0.17123894,0.2445055,0.21559075,0.23879232,0.2490931,0.23901808,0.18948825,0.21380244,0.22893482,0.24469413,0.17453505,0.2511542,0.23652968,0.18802229,0.1875,0.22946545,0.25215518,0.15440115,0.20193638,0.22550336,0.2474359,0.24213287,0.22273782,0.1300578,0.17528312,0.25381905,0.22580644,0.23468058,0.1846591,0.2482353,0.38257575,0.2541841,0.21447721,0.12301013,0.21934605,0.16051136,0.14693296,0.18634424,0.19460227,0.24246396,0.13610315,0.14161849,0.14161849,0.123188406,0.11884058,0.22175732,0.2760234,0.2410208,0.16430596,0.22750929,0.21515562,0.2867738,0.25301206,0.20696583,0.21896791,0.24476296,0.18553248,0.22451612,0.24624278,0.25567502,0.23262031,0.23728813,0.15789473
P0C0L4,0.09340974,0.20853859,0.14875565,0.13382688,0.08825215,0.20474614,0.18952063,0.2,0.14577425,0.13538112,0.1523702,0.16439909,0.10812357,0.208061,0.18522663,0.2132964,0.15807365,0.15132694,0.15062287,0.17100793,0.29044646,0.34453782,0.33044317,0.06811677,0.19318816,0.075558096,0.059598856,0.059025787,0.06135321,0.060779817,0.061926607,0.060710195,0.061926607,0.059059635,0.15039727,0.14920273,0.155631,0.14816901,0.16968326,0.14917754,0.14837976,0.15973003,0.116972476,0.12971428,0.04988532,0.043004587,0.054472476,0.053325687,0.21764706,0.1671372,0.15175538,0.100286536,0.09564719,0.10697941,0.10977702,0.10704064,0.17405951,0.12899543,0.24528302,0.0934633,0.13804907,0.08867277,0.14236706,0.0728211,0.190129,0.161055,0.06479358,0.050458714,0.2005571,0.21412803,0.15905245,0.19039643,0.1874311,0.1875,0.16356458,0.16335791,0.20326756,0.15544333,0.17521127,0.17841163,0.13348545,0.058486238,0.083476275,0.21712707,0.14980215,0.1718485,0.18033707,0.09174312,0.16534542,0.061891116,0.21393308,0.058486238,0.14971429,0.16296296,0.19198665,0.18130946,0.18141347,0.093356244,0.06995413,0.23773395,0.2475299,0.25191146,0.24475524,0.17526942,0.15873016,0.1964385,1.0,0.99426603,0.059025787,0.05619266,0.056766056,0.22192079,0.053868193,0.15977336,0.19789939,0.1093929,0.25112274,0.22489317,0.1709354,0.22012578,0.17307693,0.16515324,0.119428575,0.13003975,0.25089422,0.16901408,0.09101316,0.2333691,0.23280996,0.105444126,0.1023442,0.14530893,0.18963616,0.07970183,0.119428575,0.13657142,0.15768576,0.22943038,0.18020022,0.06303725,0.25830257,0.19988802,0.17533186,0.15124154,0.10372493,0.18585065,0.19890411,0.20043455,0.13401477,0.06131805,0.1375,0.084716655,0.077408254,0.102681115,0.11022273,0.16031836,0.06991404,0.06708716,0.06708716,0.059598856,0.05730659,0.12450256,0.19147758,0.23015021,0.09507445,0.2587519,0.13003975,0.17722939,0.23072834,0.25358853,0.13911061,0.19766147,0.22839506,0.15384616,0.18944444,0.17901234,0.14285715,0.15720771,0.25778547
P0C0L5,0.093875214,0.20934066,0.15039727,0.13333334,0.08825215,0.20419426,0.18962632,0.20098847,0.14577425,0.13481228,0.15132694,0.16402715,0.10869565,0.20729053,0.1849162,0.21306032,0.15807365,0.15261959,0.15031196,0.17147708,0.29074252,0.34586838,0.33140376,0.06754436,0.19273743,0.075558096,0.059598856,0.059025787,0.06135321,0.06020642,0.061926607,0.060710195,0.060779817,0.06020642,0.15096481,0.14537194,0.155631,0.14816901,0.16968326,0.14974475,0.14837976,0.1581604,0.116332375,0.12971428,0.04988532,0.043004587,0.053899083,0.052752294,0.2180652,0.16723163,0.15118913,0.100286536,0.09564719,0.107551485,0.11034877,0.10704064,0.17481731,0.12899543,0.24702172,0.0940367,0.13797036,0.08867277,0.14407745,0.07224771,0.18788216,0.16033994,0.065366976,0.04988532,0.20100223,0.21131447,0.15905245,0.19116825,0.19235033,0.18932584,0.16356458,0.16335791,0.20533049,0.15635546,0.17511262,0.17408018,0.13340935,0.059059635,0.08290452,0.2172471,0.14980215,0.17128322,0.1795735,0.09174312,0.16562678,0.061926607,0.21393308,0.059059635,0.15085714,0.16182336,0.19328193,0.18074986,0.18196996,0.09392898,0.06938073,0.2382892,0.24583334,0.25070083,0.24674675,0.17526942,0.15947786,0.19588202,0.99426603,1.0,0.059025787,0.05619266,0.056766056,0.22192079,0.053325687,0.16052184,0.19789357,0.1093929,0.2515015,0.22573726,0.1701891,0.22007318,0.17354438,0.16401815,0.11764706,0.12884834,0.24961637,0.16901408,0.09044076,0.2301545,0.2332251,0.104297996,0.10177244,0.1457976,0.19145393,0.07970183,0.119428575,0.13561253,0.15807365,0.22923239,0.17769058,0.06303725,0.2567841,0.2,0.1756906,0.1506772,0.10372493,0.18609865,0.20010965,0.20043455,0.13401477,0.06131805,0.13903134,0.08414425,0.076834865,0.102681115,0.11022273,0.15936255,0.06991404,0.066475645,0.066475645,0.059598856,0.056733523,0.12450256,0.19217877,0.2284345,0.09507445,0.25824454,0.1331058,0.1774916,0.23162939,0.25414103,0.13911061,0.19955407,0.22792023,0.15327635,0.1898945,0.1795735,0.14390935,0.15720771,0.25743943
P0DJI8,0.2025862,0.12133333,0.1764706,0.1769663,0.23831776,0.11989101,0.12660256,0.12322946,0.1610577,0.17728531,0.15483871,0.15618661,0.19494584,0.1056511,0.12698413,0.11096606,0.16382979,0.16393442,0.16473317,0.14989734,0.06842818,0.06253758,0.06380441,0.24431819,0.1257764,0.25543478,0.26923078,0.2631579,0.26785713,0.25903615,0.27027026,0.23809524,0.25477707,0.28125,0.15085158,0.14769976,0.14412417,0.15647922,0.14345114,0.16666667,0.17042607,0.15932915,0.23021583,0.2,0.25531915,0.26865673,0.26,0.2551724,0.09919262,0.14486921,0.15570176,0.24279836,0.22727273,0.2265625,0.19850187,0.1870229,0.13309982,0.16986302,0.044004846,0.25570777,0.19113573,0.22222222,0.17333333,0.24444444,0.12845528,0.15145229,0.24840765,0.23972602,0.12357955,0.12044818,0.15866388,0.13694267,0.125387,0.13333334,0.16082475,0.15301724,0.02586018,0.14071295,0.14889336,0.108895704,0.18658893,0.27741936,0.24644549,0.11294416,0.16545013,0.13539653,0.14043993,0.23853211,0.14624506,0.2795031,0.11253197,0.225,0.16461916,0.1655481,0.120943956,0.13344595,0.13311148,0.23043478,0.20744681,0.08461539,0.09326923,0.050416056,0.083603896,0.148,0.1641791,0.12790698,0.059025787,0.059025787,1.0,0.23648648,0.23648648,0.10059172,0.23178808,0.15720524,0.12634823,0.20306513,0.04627134,0.10862262,0.12307692,0.10053476,0.14018692,0.16666667,0.20521173,0.18618618,0.08281938,0.15040651,0.21551724,0.09884332,0.106359646,0.18726592,0.2278481,0.17487685,0.110953055,0.23115578,0.18461539,0.17759563,0.14468086,0.09553479,0.11341853,0.53846157,0.05510204,0.13815789,0.11819596,0.17380953,0.22348484,0.1307947,0.11205674,0.11857708,0.16666667,0.23780487,0.16052632,0.24757281,0.26881722,0.21259843,0.19202898,0.15317287,0.24468085,0.23369566,0.23369566,0.2792208,0.27586207,0.17971015,0.120426826,0.1,0.20967741,0.078175895,0.2005988,0.14539006,0.1,0.07193732,0.18062827,0.124814264,0.05832148,0.1635514,0.13402061,0.13438046,0.17480719,0.16331096,0.04250295
P0DOY2,0.47663552,0.10947931,0.15555556,0.16384181,0.21962617,0.099319726,0.12339743,0.10518934,0.16262136,0.17464788,0.15151516,0.13562752,0.19245283,0.10221675,0.12155592,0.10546875,0.15665236,0.14489311,0.1588785,0.14553015,0.063093625,0.05408654,0.057279237,0.2662722,0.11472868,0.22279793,0.23684211,0.2631579,0.24489796,0.24324325,0.2720588,0.2642857,0.24503312,0.23870967,0.16584158,0.16049382,0.13436124,0.16296296,0.15208334,0.16,0.16202532,0.14225942,0.18794326,0.16981132,0.296,0.23255815,0.2556391,0.2868217,0.09101383,0.1300813,0.14096916,0.22406639,0.22553192,0.1908397,0.18677042,0.17490494,0.12255773,0.18518518,0.040355124,0.21052632,0.16164383,0.22624435,0.16397849,0.24309392,0.11612903,0.13871635,0.25477707,0.22535211,0.11158799,0.10909091,0.1416309,0.11746032,0.1265625,0.12850082,0.12809917,0.1425532,0.021915406,0.12267658,0.14,0.09876543,0.17836258,0.26845637,0.21212122,0.101265825,0.17031631,0.14115308,0.12414966,0.2072072,0.13627255,0.26797387,0.09808917,0.21290323,0.16582915,0.16363636,0.110456556,0.13435374,0.124579124,0.21962617,0.21787709,0.07423208,0.076849185,0.0455659,0.07212318,0.13821138,0.14618644,0.11143271,0.05619266,0.05619266,0.23648648,1.0,0.990566,0.092307694,0.22962964,0.14537445,0.1155624,0.18909091,0.04496403,0.089686096,0.10169491,0.08342246,0.13271028,0.14750542,0.19865319,0.1746988,0.07658451,0.1307054,0.21962617,0.08649789,0.08624454,0.19607843,0.18699187,0.17326732,0.10638298,0.25268817,0.18300654,0.17307693,0.13894737,0.08212058,0.098726116,0.21818182,0.046404894,0.12131148,0.106481485,0.1575179,0.184,0.12479201,0.105563484,0.104221635,0.16535433,0.24025974,0.15885417,0.2038835,0.21787709,0.21011673,0.18181819,0.14159292,0.25301206,0.24175824,0.24175824,0.2746479,0.24305555,0.18731117,0.11702128,0.08928572,0.20264317,0.07078926,0.17751479,0.13120568,0.09237379,0.060455192,0.14477211,0.10879285,0.061209965,0.17370892,0.12908778,0.12653778,0.17994858,0.14955357,0.039354585
P0DOY3,0.47196263,0.105614975,0.15555556,0.16101696,0.22222222,0.10231923,0.12460064,0.10548523,0.16504854,0.17183098,0.15151516,0.13821138,0.18315019,0.10098522,0.12155592,0.10546875,0.15879828,0.14726841,0.16121495,0.14730291,0.062415197,0.0546875,0.05668258,0.2662722,0.11627907,0.22279793,0.23684211,0.2631579,0.24657534,0.25490198,0.2720588,0.2642857,0.23841059,0.23225807,0.16584158,0.16049382,0.13436124,0.16296296,0.15208334,0.16,0.16202532,0.14225942,0.18439716,0.16981132,0.296,0.25619835,0.2556391,0.29007635,0.08986175,0.13157895,0.1431718,0.22406639,0.22553192,0.1908397,0.18677042,0.16731517,0.12255773,0.1875,0.039951574,0.20614035,0.16574585,0.22972973,0.15860215,0.24309392,0.11993517,0.13721414,0.25641027,0.22900763,0.11031519,0.108146064,0.14377682,0.11904762,0.128125,0.12850082,0.12783505,0.1425532,0.021915406,0.11970534,0.13627255,0.096923076,0.17836258,0.26845637,0.21717171,0.1,0.17031631,0.1388889,0.12393888,0.2072072,0.13627255,0.2580645,0.099744245,0.21794872,0.16331658,0.1590909,0.110456556,0.13435374,0.124579124,0.21962617,0.23636363,0.07423208,0.076849185,0.0455659,0.07212318,0.14256619,0.14618644,0.11014493,0.056766056,0.056766056,0.23648648,0.990566,1.0,0.092307694,0.22794117,0.14537445,0.11248074,0.18081181,0.04496403,0.089686096,0.099326596,0.08342246,0.13457943,0.14967462,0.19865319,0.1746988,0.075704224,0.12757201,0.20704846,0.08649789,0.08624454,0.19607843,0.1910569,0.17079207,0.10638298,0.2568306,0.18241042,0.17307693,0.13894737,0.081165455,0.098726116,0.221519,0.047934726,0.11677632,0.106481485,0.15789473,0.184,0.12,0.111269616,0.104221635,0.16272967,0.2451613,0.15681234,0.2009804,0.23163842,0.21011673,0.18503937,0.14380531,0.24691358,0.24175824,0.24175824,0.2753623,0.24305555,0.18674698,0.11550152,0.08816964,0.20982143,0.07078926,0.1761194,0.13120568,0.09022556,0.060455192,0.15425532,0.111773476,0.059786476,0.17370892,0.12802768,0.12478032,0.17994858,0.14732143,0.039748132
P10643,0.15869312,0.2582205,0.21257143,0.19977038,0.1386604,0.2454283,0.24198553,0.24478178,0.22488585,0.2018244,0.22028354,0.22854078,0.16491228,0.25987145,0.24739039,0.24184783,0.22521552,0.2264574,0.21850613,0.22584148,0.23333333,0.21835804,0.21577218,0.11515864,0.23,0.1273585,0.09845789,0.09165687,0.103896104,0.09478673,0.09456265,0.09681228,0.10165485,0.10320285,0.20754717,0.20719738,0.2117904,0.20833333,0.23698781,0.2094818,0.20792079,0.23101953,0.1862631,0.19212963,0.091232225,0.081560284,0.08598351,0.092307694,0.24324325,0.22198506,0.21329047,0.16136631,0.15105386,0.16121495,0.1583815,0.15250291,0.26736844,0.20405862,0.17855735,0.14553991,0.20828539,0.14619882,0.1995439,0.11764706,0.25842696,0.22832052,0.106132075,0.092307694,0.2413793,0.25480768,0.22017354,0.2553626,0.25993884,0.24407826,0.22478071,0.22295082,0.12467363,0.22912206,0.23824786,0.24016145,0.1972634,0.09467456,0.13663132,0.2516011,0.21111111,0.2217529,0.23132037,0.14403778,0.22542734,0.105450235,0.24399261,0.1024735,0.21134594,0.22541437,0.25098425,0.24612203,0.24313326,0.13918129,0.11360947,0.2302106,0.24920635,0.20172085,0.25701943,0.2286652,0.22844827,0.25525525,0.22192079,0.22192079,0.10059172,0.092307694,0.092307694,1.0,0.091016546,0.2027897,0.244,0.16647531,0.18560277,0.24173912,0.22940563,0.35378715,0.22693531,0.21350762,0.17221585,0.19501133,0.24608502,0.21776815,0.14685315,0.24958678,0.24480969,0.16260162,0.16376306,0.21388578,0.24975799,0.13668224,0.18087557,0.2029148,0.23186813,0.24328859,0.21924603,0.10352941,0.19147894,0.25128207,0.23453094,0.22483222,0.15783274,0.24643585,0.25342464,0.24157304,0.20288248,0.10979929,0.20631342,0.13732395,0.12588236,0.15967366,0.16491228,0.22676991,0.1213192,0.11216056,0.11216056,0.09681228,0.096584216,0.2020548,0.24505928,0.24744028,0.14318976,0.23925105,0.19221967,0.23100616,0.23578595,0.22824717,0.18895027,0.23189823,0.20555188,0.21573034,0.22155689,0.24504693,0.21615472,0.22209822,0.18016975
P10720,0.19396552,0.10695187,0.15880893,0.17045455,0.23696682,0.10719132,0.12820514,0.1035461,0.1465721,0.15819208,0.14408602,0.13821138,0.20610687,0.09864365,0.12337662,0.10340314,0.14285715,0.15294118,0.14519906,0.14583333,0.061694916,0.05953097,0.05668258,0.251497,0.10719755,0.23243243,0.25,0.25675675,0.2278481,0.23717949,0.19594595,0.22435898,0.24832214,0.24342105,0.1439206,0.14285715,0.14190687,0.15075377,0.14078675,0.14987715,0.15228426,0.13513513,0.2,0.19135803,0.25,0.24812031,0.2733813,0.28467155,0.08765859,0.12072434,0.14099783,0.1983471,0.2112069,0.19066148,0.18604651,0.17829457,0.122994654,0.17867436,0.03954802,0.21052632,0.16991644,0.24170616,0.15675676,0.24855492,0.12643678,0.1368421,0.42753622,0.84615386,0.11015737,0.108146064,0.13606912,0.12101911,0.11856474,0.11892797,0.13043478,0.15401301,0.021696253,0.11886793,0.13654618,0.09538461,0.1618497,0.23225807,0.22222222,0.10253165,0.16144578,0.13833992,0.12521441,0.22477064,0.1388889,0.21710527,0.10459184,0.18562874,0.16080402,0.16210045,0.107669614,0.108843535,0.11912752,0.23671497,0.25641027,0.07679181,0.083653845,0.04507594,0.06818182,0.136,0.13389121,0.10449927,0.053868193,0.053325687,0.23178808,0.22962964,0.22794117,0.091016546,1.0,0.13968958,0.119195044,0.18587361,0.040917266,0.09060403,0.102564104,0.08217716,0.13182674,0.14285715,0.19594595,0.17417417,0.07583774,0.14049587,0.23148148,0.09148265,0.09110867,0.18283582,0.20576131,0.15061729,0.10496454,0.23913044,0.17834395,0.17906336,0.13179916,0.081165455,0.099683546,0.21212122,0.045918368,0.118421055,0.10730949,0.1591449,0.2016129,0.12353923,0.11412268,0.09762533,0.15113351,0.2818792,0.16755319,0.23589744,0.2320442,0.19066148,0.18656716,0.15111111,0.22891566,0.2327044,0.2327044,0.23021583,0.25503355,0.1627907,0.11603054,0.09876543,0.19555555,0.0732899,0.19393939,0.12852113,0.082441114,0.06481481,0.17520216,0.11077844,0.056267805,0.15813954,0.12824957,0.118673645,0.16103896,0.147651,0.038961038
P10909,0.22532189,0.23300971,0.2618629,0.22532588,0.18432203,0.24020228,0.24541607,0.2389937,0.23883161,0.22280702,0.27152318,0.25728154,0.21149898,0.22013274,0.22905028,0.22771084,0.2541806,0.25301206,0.28241563,0.26845637,0.17552118,0.16538234,0.16070381,0.17763157,0.2311828,0.19396552,0.14379086,0.14285715,0.15384616,0.16814159,0.14847161,0.1419214,0.16997792,0.15550756,0.24863884,0.2450805,0.23244147,0.25,0.24564184,0.2358156,0.24324325,0.24401914,0.24848485,0.259542,0.13968958,0.13111112,0.13406594,0.14065935,0.21467099,0.24454829,0.2538071,0.21875,0.21666667,0.20944558,0.21370968,0.20925553,0.24852072,0.23863636,0.12028869,0.19829424,0.25,0.22222222,0.26806083,0.18777293,0.24929577,0.25795645,0.16157205,0.1328976,0.24047306,0.2375,0.24630542,0.24551724,0.23138298,0.24397163,0.26845637,0.25370675,0.08056042,0.22322775,0.25314465,0.20025674,0.2416503,0.1585903,0.205074,0.22183909,0.24740484,0.2652733,0.24926686,0.20171674,0.26860842,0.1487965,0.22494173,0.13938053,0.2647585,0.2393888,0.24197862,0.22253521,0.2457627,0.20718816,0.16885965,0.19166666,0.2044199,0.13572468,0.18819776,0.2676282,0.24915254,0.23312102,0.15977336,0.16052184,0.15720524,0.14537445,0.14537445,0.2027897,0.13968958,1.0,0.23631509,0.20977597,0.13419527,0.22386484,0.19319728,0.21157685,0.2554517,0.2557377,0.23636363,0.24253732,0.19280206,0.2357595,0.21473685,0.22557905,0.2258727,0.2402464,0.22947368,0.25765765,0.23870967,0.20299146,0.2319688,0.26640928,0.23993559,0.20730503,0.19645293,0.17582418,0.14112903,0.23641305,0.20437019,0.25394046,0.22083333,0.25787964,0.23232323,0.21875,0.25266904,0.1585903,0.2393617,0.21166307,0.18574513,0.23662551,0.22020201,0.25432527,0.1751663,0.1637931,0.1637931,0.1585903,0.1459695,0.24809161,0.23207301,0.2248394,0.19672132,0.18931657,0.24184261,0.2559524,0.21094528,0.17939733,0.25746268,0.24110672,0.14593467,0.25689656,0.23562412,0.25496182,0.23971377,0.26870748,0.12122401
P11142,0.17673716,0.24429968,0.24393724,0.2186589,0.16513762,0.26760563,0.25059667,0.24422443,0.24435028,0.23699422,0.23195876,0.2568306,0.19019316,0.24487706,0.24285714,0.25291005,0.24838293,0.25658807,0.23939809,0.25163826,0.20922677,0.2011696,0.20287356,0.14634146,0.25605536,0.1518405,0.1196319,0.11746522,0.1251932,0.11728395,0.12210201,0.116385914,0.12210201,0.12345679,0.24113475,0.22696011,0.23240373,0.23620933,0.26344085,0.23636363,0.2270195,0.2314578,0.20735294,0.22496371,0.11455108,0.10681114,0.10752688,0.11265432,0.24072216,0.23514211,0.24324325,0.1874063,0.1904048,0.18654434,0.18409425,0.18045112,0.26169404,0.23021583,0.15360254,0.16819572,0.21695402,0.1766513,0.21770681,0.14503817,0.2597865,0.24668436,0.13713405,0.106481485,0.2510965,0.25695217,0.23180594,0.2613365,0.2613769,0.25634518,0.24197862,0.2506775,0.10722101,0.2290363,0.2527174,0.22716895,0.24602026,0.116385914,0.16845329,0.24201854,0.24050634,0.25363275,0.2619339,0.17611027,0.26294822,0.12788907,0.26220807,0.1129771,0.25525945,0.24489796,0.2556818,0.25060242,0.2449941,0.17948718,0.14984709,0.22741432,0.23958333,0.16674653,0.22482967,0.25529101,0.24119242,0.25476992,0.19789939,0.19789357,0.12634823,0.1155624,0.11248074,0.244,0.119195044,0.23631509,1.0,0.19330288,0.16982797,0.24810606,0.23150358,0.25047618,0.2575,0.23614776,0.19764012,0.2079772,0.24081632,0.24966975,0.18070444,0.2537037,0.2440367,0.19061583,0.18222892,0.23595506,0.24134079,0.15821813,0.21625544,0.23132184,0.20516129,0.23857404,0.22272727,0.13271604,0.18131593,0.2581818,0.24308063,0.23913044,0.19910179,0.25421688,0.24608502,0.2410148,0.21565934,0.12,0.23578364,0.17199391,0.1590214,0.19293079,0.2096531,0.24234354,0.13978495,0.13777089,0.13777089,0.12903225,0.115384616,0.21884058,0.23798883,0.2551521,0.17339313,0.22522523,0.21387284,0.23449132,0.24579439,0.21327014,0.22222222,0.2627219,0.18483412,0.22690217,0.25438598,0.24235006,0.24233983,0.25312933,0.15732087
P11226,0.26870748,0.18940397,0.23933649,0.253886,0.2262295,0.19312169,0.20528771,0.19444445,0.24657534,0.26098192,0.23030303,0.22700587,0.24127907,0.18159807,0.2031746,0.18637532,0.21637426,0.25219297,0.2349138,0.21235521,0.125,0.11690647,0.114149824,0.24014337,0.19908117,0.23595506,0.21317829,0.22352941,0.21268657,0.21455939,0.20769231,0.22813688,0.2074074,0.21804512,0.22902495,0.2361111,0.21822034,0.23488373,0.23752496,0.23732719,0.23556583,0.21893491,0.25914633,0.23655914,0.21132076,0.19685039,0.20703125,0.20306513,0.16365689,0.21495327,0.22690763,0.25714287,0.24038461,0.32362458,0.33333334,0.33112583,0.21821305,0.245,0.08088531,0.25622776,0.23877068,0.22591361,0.24878049,0.25093633,0.2056962,0.23046875,0.2264151,0.17424242,0.20588236,0.20385675,0.22266401,0.20219436,0.19097744,0.2048,0.23168316,0.22653061,0.050613496,0.18086956,0.22905028,0.17168675,0.25384617,0.21132076,0.25684932,0.17185554,0.234375,0.2205029,0.20661157,0.3003663,0.22201835,0.20300752,0.18710493,0.2109375,0.23842593,0.24122807,0.19533528,0.20098847,0.20327869,0.2413793,0.23396227,0.13338998,0.15619047,0.09202154,0.1369863,0.21072088,0.21653543,0.19094767,0.1093929,0.1093929,0.20306513,0.18909091,0.18081181,0.16647531,0.18587361,0.20977597,0.19330288,1.0,0.08801078,0.17168339,0.17927632,0.16454352,0.23465703,0.2400835,0.26086956,0.2682927,0.14460999,0.22023809,0.2262295,0.15569489,0.17263843,0.24695122,0.25083613,0.24485126,0.17920657,0.23859648,0.25698325,0.26237625,0.22265625,0.15576324,0.17151608,0.18992248,0.0920183,0.21696573,0.17638266,0.23144105,0.58778626,0.19292605,0.18093923,0.18309858,0.21507761,0.21691176,0.23623854,0.2320819,0.2410072,0.24615385,0.24382716,0.23554604,0.227758,0.22556391,0.22556391,0.22519083,0.23715416,0.25316456,0.19465081,0.17607974,0.22866894,0.13717532,0.2587601,0.19512194,0.16173361,0.11756374,0.2512195,0.19164266,0.11173975,0.21008404,0.22073579,0.22147651,0.24941176,0.24267782,0.08100668
